# Synthetic XRD pattern generated by generate_examples.py
# File: synthetic_amorphous_mix.xy
# Columns: 2theta  intensity
10.0000	304.50
10.0200	349.12
10.0400	311.08
10.0600	270.03
10.0800	290.77
10.1000	277.38
10.1200	354.92
10.1400	226.92
10.1600	351.10
10.1800	333.22
10.2000	286.14
10.2200	311.19
10.2400	261.31
10.2600	279.71
10.2800	293.59
10.3000	328.65
10.3200	294.56
10.3400	356.25
10.3600	334.68
10.3800	270.99
10.4000	293.71
10.4200	270.22
10.4400	273.67
10.4600	247.35
10.4800	361.46
10.5000	374.85
10.5200	302.79
10.5400	235.86
10.5600	287.98
10.5800	286.02
10.6000	319.92
10.6200	316.94
10.6400	240.77
10.6600	254.58
10.6800	315.25
10.7000	300.63
10.7200	283.93
10.7400	317.23
10.7600	337.74
10.7800	340.91
10.8000	300.36
10.8200	302.88
10.8400	330.11
10.8600	323.63
10.8800	275.70
10.9000	283.04
10.9200	321.68
10.9400	311.03
10.9600	291.73
10.9800	320.00
11.0000	319.96
11.0200	304.04
11.0400	273.00
11.0600	322.66
11.0800	345.54
11.1000	293.52
11.1200	245.84
11.1400	364.78
11.1600	296.00
11.1800	333.49
11.2000	364.75
11.2200	331.57
11.2400	283.62
11.2600	332.57
11.2800	260.47
11.3000	284.97
11.3200	286.29
11.3400	315.88
11.3600	297.43
11.3800	387.93
11.4000	265.24
11.4200	331.72
11.4400	343.26
11.4600	353.53
11.4800	285.45
11.5000	336.92
11.5200	306.13
11.5400	338.74
11.5600	311.48
11.5800	317.65
11.6000	298.79
11.6200	249.63
11.6400	336.18
11.6600	309.53
11.6800	251.00
11.7000	351.40
11.7200	347.32
11.7400	338.74
11.7600	373.36
11.7800	290.38
11.8000	284.24
11.8200	364.54
11.8400	269.55
11.8600	302.88
11.8800	322.45
11.9000	309.94
11.9200	304.84
11.9400	299.67
11.9600	263.27
11.9800	307.77
12.0000	375.81
12.0200	293.03
12.0400	303.65
12.0600	326.83
12.0800	268.65
12.1000	276.15
12.1200	300.52
12.1400	360.71
12.1600	259.57
12.1800	242.22
12.2000	316.52
12.2200	307.78
12.2400	246.48
12.2600	258.80
12.2800	262.68
12.3000	286.28
12.3200	318.07
12.3400	263.29
12.3600	308.72
12.3800	292.65
12.4000	314.44
12.4200	276.40
12.4400	302.92
12.4600	331.42
12.4800	349.68
12.5000	283.44
12.5200	324.69
12.5400	339.16
12.5600	344.13
12.5800	313.97
12.6000	373.48
12.6200	283.76
12.6400	322.53
12.6600	302.27
12.6800	288.30
12.7000	343.49
12.7200	290.79
12.7400	319.90
12.7600	244.32
12.7800	311.42
12.8000	256.78
12.8200	409.09
12.8400	302.13
12.8600	316.44
12.8800	266.44
12.9000	276.95
12.9200	229.28
12.9400	338.27
12.9600	301.83
12.9800	271.20
13.0000	348.76
13.0200	276.17
13.0400	294.87
13.0600	304.64
13.0800	309.79
13.1000	277.66
13.1200	276.06
13.1400	335.24
13.1600	264.94
13.1800	269.54
13.2000	288.61
13.2200	295.03
13.2400	296.17
13.2600	302.57
13.2800	326.04
13.3000	318.94
13.3200	291.36
13.3400	284.05
13.3600	309.61
13.3800	260.09
13.4000	303.10
13.4200	328.24
13.4400	331.57
13.4600	276.97
13.4800	256.97
13.5000	262.68
13.5200	285.13
13.5400	323.34
13.5600	287.68
13.5800	282.28
13.6000	282.39
13.6200	274.98
13.6400	340.11
13.6600	285.24
13.6800	334.15
13.7000	285.88
13.7200	305.92
13.7400	285.30
13.7600	360.33
13.7800	360.12
13.8000	330.13
13.8200	313.57
13.8400	329.93
13.8600	236.66
13.8800	331.04
13.9000	323.45
13.9200	313.10
13.9400	303.39
13.9600	335.03
13.9800	294.78
14.0000	192.68
14.0200	343.44
14.0400	308.58
14.0600	284.52
14.0800	298.61
14.1000	275.94
14.1200	309.28
14.1400	280.81
14.1600	318.44
14.1800	332.50
14.2000	271.09
14.2200	313.46
14.2400	310.76
14.2600	317.25
14.2800	255.86
14.3000	273.96
14.3200	253.70
14.3400	348.38
14.3600	265.37
14.3800	205.92
14.4000	325.41
14.4200	275.19
14.4400	306.78
14.4600	284.82
14.4800	332.62
14.5000	329.29
14.5200	374.44
14.5400	281.62
14.5600	263.04
14.5800	248.20
14.6000	284.21
14.6200	294.19
14.6400	284.80
14.6600	306.43
14.6800	259.32
14.7000	268.91
14.7200	266.12
14.7400	271.69
14.7600	273.07
14.7800	259.13
14.8000	365.99
14.8200	308.86
14.8400	290.86
14.8600	317.72
14.8800	374.18
14.9000	352.48
14.9200	358.35
14.9400	320.05
14.9600	298.82
14.9800	305.82
15.0000	328.47
15.0200	320.56
15.0400	282.09
15.0600	296.18
15.0800	278.17
15.1000	312.79
15.1200	277.90
15.1400	294.67
15.1600	331.86
15.1800	231.18
15.2000	291.73
15.2200	323.77
15.2400	296.45
15.2600	346.79
15.2800	286.17
15.3000	309.73
15.3200	364.67
15.3400	293.49
15.3600	331.41
15.3800	325.59
15.4000	332.47
15.4200	317.05
15.4400	343.86
15.4600	326.17
15.4800	308.33
15.5000	328.87
15.5200	329.05
15.5400	294.57
15.5600	327.37
15.5800	315.94
15.6000	323.41
15.6200	353.69
15.6400	303.20
15.6600	325.01
15.6800	305.71
15.7000	369.50
15.7200	283.17
15.7400	357.85
15.7600	373.38
15.7800	322.66
15.8000	308.35
15.8200	372.56
15.8400	319.39
15.8600	319.42
15.8800	353.55
15.9000	319.02
15.9200	255.20
15.9400	327.89
15.9600	255.07
15.9800	340.84
16.0000	293.82
16.0200	375.74
16.0400	321.38
16.0600	382.18
16.0800	303.90
16.1000	324.77
16.1200	372.95
16.1400	379.47
16.1600	347.35
16.1800	301.52
16.2000	391.63
16.2200	327.68
16.2400	445.08
16.2600	313.41
16.2800	289.86
16.3000	374.40
16.3200	357.94
16.3400	360.31
16.3600	364.52
16.3800	377.24
16.4000	331.63
16.4200	346.95
16.4400	375.15
16.4600	398.08
16.4800	385.97
16.5000	334.73
16.5200	361.50
16.5400	381.21
16.5600	343.05
16.5800	374.37
16.6000	404.37
16.6200	402.48
16.6400	385.89
16.6600	496.94
16.6800	412.15
16.7000	269.34
16.7200	396.28
16.7400	450.80
16.7600	443.53
16.7800	353.82
16.8000	434.09
16.8200	437.61
16.8400	432.78
16.8600	338.65
16.8800	430.93
16.9000	404.19
16.9200	381.50
16.9400	449.16
16.9600	498.54
16.9800	482.13
17.0000	412.34
17.0200	443.21
17.0400	402.12
17.0600	390.13
