# Synthetic XRD pattern generated by generate_examples.py
# File: synthetic_cubic.xy
# Columns: 2theta  intensity
10.0000	214.92
10.0200	195.87
10.0400	219.46
10.0600	245.72
10.0800	193.01
10.1000	193.01
10.1200	247.42
10.1400	223.07
10.1600	185.97
10.1800	216.33
10.2000	186.16
10.2200	186.09
10.2400	207.32
10.2600	142.67
10.2800	148.33
10.3000	183.21
10.3200	169.70
10.3400	209.51
10.3600	172.85
10.3800	157.72
10.4000	244.07
10.4200	193.33
10.4400	202.13
10.4600	157.37
10.4800	183.78
10.5000	203.45
10.5200	165.59
10.5400	211.40
10.5600	182.11
10.5800	191.38
10.6000	182.09
10.6200	255.71
10.6400	199.74
10.6600	168.42
10.6800	224.83
10.7000	163.53
10.7200	206.43
10.7400	141.38
10.7600	160.32
10.7800	206.08
10.8000	222.33
10.8200	205.32
10.8400	196.72
10.8600	191.16
10.8800	155.84
10.9000	178.60
10.9200	186.38
10.9400	231.92
10.9600	210.52
10.9800	147.32
11.0000	209.94
11.0200	188.67
11.0400	179.92
11.0600	218.58
11.0800	231.16
11.1000	228.18
11.1200	175.06
11.1400	190.97
11.1600	210.19
11.1800	229.52
11.2000	185.88
11.2200	194.69
11.2400	167.07
11.2600	164.38
11.2800	224.65
11.3000	240.96
11.3200	198.12
11.3400	230.39
11.3600	211.14
11.3800	180.94
11.4000	211.14
11.4200	246.44
11.4400	199.23
11.4600	247.25
11.4800	121.72
11.5000	224.97
11.5200	202.93
11.5400	191.35
11.5600	203.08
11.5800	140.71
11.6000	193.75
11.6200	211.05
11.6400	244.68
11.6600	184.80
11.6800	176.10
11.7000	185.30
11.7200	227.82
11.7400	210.23
11.7600	184.48
11.7800	215.77
11.8000	203.29
11.8200	229.44
11.8400	179.32
11.8600	190.56
11.8800	188.63
11.9000	156.49
11.9200	209.28
11.9400	208.24
11.9600	200.56
11.9800	193.37
12.0000	157.95
12.0200	187.80
12.0400	190.14
12.0600	176.36
12.0800	195.59
12.1000	212.56
12.1200	257.03
12.1400	205.68
12.1600	208.17
12.1800	198.22
12.2000	142.89
12.2200	199.66
12.2400	202.27
12.2600	274.36
12.2800	194.70
12.3000	209.52
12.3200	199.44
12.3400	165.42
12.3600	234.77
12.3800	223.05
12.4000	224.23
12.4200	173.22
12.4400	242.59
12.4600	158.45
12.4800	218.12
12.5000	266.23
12.5200	170.80
12.5400	183.53
12.5600	203.52
12.5800	185.43
12.6000	154.02
12.6200	202.60
12.6400	168.67
12.6600	214.75
12.6800	172.97
12.7000	247.05
12.7200	177.06
12.7400	190.90
12.7600	224.97
12.7800	163.64
12.8000	207.40
12.8200	239.79
12.8400	152.36
12.8600	206.13
12.8800	208.39
12.9000	224.05
12.9200	163.49
12.9400	160.99
12.9600	216.26
12.9800	209.52
13.0000	208.13
13.0200	211.01
13.0400	180.22
13.0600	207.59
13.0800	209.42
13.1000	179.20
13.1200	256.61
13.1400	214.86
13.1600	164.91
13.1800	220.35
13.2000	171.41
13.2200	224.27
13.2400	235.42
13.2600	176.05
13.2800	229.57
13.3000	213.06
13.3200	225.34
13.3400	257.59
13.3600	193.32
13.3800	178.08
13.4000	174.01
13.4200	176.22
13.4400	198.39
13.4600	210.94
13.4800	209.01
13.5000	225.53
13.5200	201.11
13.5400	244.33
13.5600	192.79
13.5800	282.34
13.6000	219.50
13.6200	175.02
13.6400	168.62
13.6600	215.22
13.6800	194.05
13.7000	222.17
13.7200	214.95
13.7400	198.58
13.7600	175.36
13.7800	155.32
13.8000	187.38
13.8200	226.47
13.8400	207.20
13.8600	163.41
13.8800	205.99
13.9000	212.35
13.9200	174.28
13.9400	205.41
13.9600	202.55
13.9800	166.52
14.0000	211.55
14.0200	217.64
14.0400	233.31
14.0600	232.44
14.0800	159.50
14.1000	172.70
14.1200	216.29
14.1400	216.25
14.1600	216.30
14.1800	316.43
14.2000	217.98
14.2200	234.92
14.2400	229.48
14.2600	220.41
14.2800	191.41
14.3000	223.64
14.3200	177.69
14.3400	193.78
14.3600	186.32
14.3800	203.35
14.4000	270.33
14.4200	144.88
14.4400	221.49
14.4600	152.52
14.4800	186.75
14.5000	233.58
14.5200	202.85
14.5400	168.59
14.5600	179.47
14.5800	221.32
14.6000	179.02
14.6200	207.43
14.6400	202.31
14.6600	181.40
14.6800	265.27
14.7000	219.97
14.7200	140.20
14.7400	206.55
14.7600	181.11
14.7800	226.54
14.8000	177.20
14.8200	197.53
14.8400	216.13
14.8600	226.96
14.8800	164.98
14.9000	190.96
14.9200	186.75
14.9400	181.40
14.9600	253.97
14.9800	213.16
15.0000	163.19
15.0200	228.55
15.0400	264.69
15.0600	232.00
15.0800	155.45
15.1000	186.51
15.1200	239.04
15.1400	179.81
15.1600	214.36
15.1800	224.29
15.2000	173.24
15.2200	199.27
15.2400	103.82
15.2600	170.33
15.2800	193.49
15.3000	163.64
15.3200	250.05
15.3400	158.18
15.3600	187.88
15.3800	205.01
15.4000	244.33
